px,py,vx,vy,px_measured,py_measured,gt_px,gt_py,gt_vx,gt_vy
9.31883,-8.18777,1.67198,-2.03262,9.15492,-8.35136,9.15,-8.35,0.998886,-1.99779
9.39848,-8.30473,1.63978,-1.99911,9.30408,-8.57245,9.2,-8.5,0.908863,-2.72657
9.43419,-8.4728,1.5608,-2.07268,9.2543,-8.64461,9.25,-8.65,0.908855,-2.72655
9.50015,-8.58595,1.52428,-2.04251,9.15971,-8.67035,9.3,-8.8,0.909475,-2.72841
9.52783,-8.76206,1.43788,-2.12784,9.35164,-8.95148,9.35,-8.95,0.909466,-2.72839
9.61667,-8.89944,1.52718,-2.26027,9.47941,-9.179,9.4,-9.1,0.999765,-2.99935
9.63451,-9.07154,1.42614,-2.34574,9.44272,-9.24111,9.45,-9.25,0.999774,-2.99934
9.67268,-9.18044,1.27447,-2.17676,9.53008,-9.38561,9.5,-9.35,0.908962,-1.81792
9.70331,-9.33704,1.20789,-2.22908,9.5752,-9.43724,9.55,-9.45,0.908954,-1.8179
9.76217,-9.46445,1.18845,-2.23471,9.60163,-9.60777,9.6,-9.6,0.909988,-2.72996
9.77999,-9.63249,1.10437,-2.30148,9.62903,-9.75552,9.65,-9.75,0.909971,-2.72993
9.84439,-9.7738,1.12295,-2.37245,9.69155,-9.89958,9.7,-9.9,0.907972,-2.7239
9.86661,-9.94268,1.04491,-2.43307,9.74482,-10.046,9.75,-10.05,0.907972,-2.72391
9.8947,-10.0579,0.941633,-2.31294,9.69256,-10.1336,9.75,-10.2,0,-2.73106
9.89857,-10.2299,0.848589,-2.38222,9.75264,-10.3488,9.75,-10.35,0,-2.73105
9.96343,-10.383,0.922017,-2.57447,9.82419,-10.5024,9.8,-10.5,1,-2.99999
9.96639,-10.5501,0.827301,-2.63783,9.83234,-10.6514,9.85,-10.65,0.999994,-2.99996
9.99528,-10.6786,0.776652,-2.61261,9.825,-10.7525,9.85,-10.8,0,-3.00047
9.98857,-10.8503,0.672676,-2.6799,9.85033,-10.9603,9.85,-10.95,0,-3.00048
9.97913,-10.9508,0.517191,-2.43904,9.91881,-11.1448,9.85,-11.05,0,-1.9956
9.97118,-11.0964,0.436151,-2.4765,9.86057,-11.1502,9.85,-11.15,0,-1.99559
9.98434,-11.2282,0.382585,-2.4497,9.83851,-11.2795,9.85,-11.3,0,-2.73184
9.96574,-11.3894,0.286185,-2.49132,9.83839,-11.4483,9.85,-11.45,0,-2.73182
9.96843,-11.5103,0.230999,-2.4609,9.79654,-11.5922,9.8,-11.6,-0.998566,-2.9957
9.92753,-11.669,0.111149,-2.51271,9.75592,-11.7487,9.75,-11.75,-0.998566,-2.99569
9.93288,-11.8171,0.0730776,-2.55949,9.77699,-11.9246,9.75,-11.9,0,-2.73084
9.89359,-11.9864,-0.0428821,-2.60079,9.75861,-12.0491,9.75,-12.05,0,-2.73085
9.85224,-12.0942,-0.158089,-2.37694,9.63743,-12.1863,9.65,-12.2,-1.81598,-2.72396
9.77631,-12.2658,-0.314943,-2.42763,9.56514,-12.3446,9.55,-12.35,-1.81597,-2.72396
9.70199,-12.3422,-0.428893,-2.06549,9.47157,-12.4849,9.45,-12.45,-1.82132,-1.82133
9.60162,-12.4925,-0.594996,-2.09805,9.34752,-12.5408,9.35,-12.55,-1.82131,-1.82131
9.5482,-12.5954,-0.665898,-1.99492,9.32154,-12.7193,9.3,-12.65,-0.908038,-1.81606
9.45021,-12.7284,-0.813338,-2.00143,9.24151,-12.7411,9.25,-12.75,-0.908029,-1.81605
9.34058,-12.7671,-0.863045,-1.59335,9.04013,-12.7738,9.05,-12.85,-3.64007,-1.82004
9.1889,-12.901,-1.0803,-1.61375,8.83995,-12.9425,8.85,-12.95,-3.64007,-1.82003
9.08747,-12.9504,-1.13739,-1.39961,8.73518,-13.0163,8.75,-13,-1.9959,-0.997948
8.94509,-13.0475,-1.32372,-1.37785,8.6395,-13.0341,8.65,-13.05,-1.9959,-0.997948
8.81773,-13.0956,-1.41247,-1.1773,8.48414,-13.0416,8.5,-13.1,-2.73149,-0.910502
8.65188,-13.1827,-1.61563,-1.11691,8.34268,-13.1451,8.35,-13.15,-2.73146,-0.910485
8.51999,-13.233,-1.73147,-0.973898,8.19497,-13.1991,8.2,-13.2,-2.72385,-0.907955
8.3426,-13.2997,-1.92439,-0.871888,8.06107,-13.2364,8.05,-13.25,-2.72383,-0.907947
8.16741,-13.3295,-2.10967,-0.663104,7.88931,-13.1791,7.9,-13.25,-2.72673,0
7.9871,-13.3597,-2.24905,-0.50295,7.75593,-13.2425,7.75,-13.25,-2.72673,0
7.80322,-13.3672,-2.41822,-0.273486,7.52542,-13.1457,7.6,-13.25,-2.72991,0
7.62423,-13.3651,-2.49819,-0.0783262,7.44992,-13.2329,7.45,-13.25,-2.72991,0
7.38398,-13.3349,-2.7853,0.289247,7.19347,-13.1392,7.25,-13.2,-3.63887,0.909723
7.19569,-13.296,-2.80502,0.527168,7.05468,-13.1604,7.05,-13.15,-3.63887,0.909723
7.08564,-13.2743,-2.61026,0.601424,6.90569,-13.1515,6.9,-13.15,-2.72312,0
6.89601,-13.2289,-2.64196,0.810599,6.73255,-13.1364,6.75,-13.15,-2.72312,0
6.80013,-13.2085,-2.46733,0.855288,6.69426,-13.3705,6.6,-13.15,-3.00475,0
6.6186,-13.1706,-2.52482,1.01585,6.42749,-13.1436,6.45,-13.15,-3.00472,0
6.51052,-13.1304,-2.39641,1.0954,6.4246,-13.2048,6.35,-13.1,-1.9976,0.998786
6.3589,-13.0758,-2.39154,1.23951,6.2503,-13.0552,6.25,-13.05,-1.99758,0.998786
6.24212,-13.019,-2.25901,1.32525,6.162,-13.1569,6.1,-13,-2.72732,0.909111
6.07894,-12.9495,-2.24998,1.46915,5.95166,-12.9396,5.95,-12.95,-2.72732,0.909111
5.96768,-12.8772,-2.09947,1.53897,5.78184,-12.8825,5.8,-12.9,-2.72895,0.909657
5.80124,-12.8075,-2.10457,1.65908,5.64785,-12.8416,5.65,-12.85,-2.72896,0.909648
5.67885,-12.7136,-2.03117,1.79272,5.54035,-12.7925,5.55,-12.75,-1.81808,1.81809
5.53539,-12.6252,-1.98795,1.90293,5.43842,-12.6552,5.45,-12.65,-1.81809,1.81809
5.4193,-12.516,-1.90788,2.0396,5.33087,-12.5965,5.3,-12.55,-2.7236,1.81575
5.26597,-12.4181,-1.88155,2.13928,5.12059,-12.4527,5.15,-12.45,-2.72358,1.81572
5.18094,-12.3268,-1.69717,2.13075,5.13793,-12.5907,5.05,-12.35,-1.81967,1.81966
5.05542,-12.2165,-1.63672,2.22195,4.95241,-12.2277,4.95,-12.25,-1.81967,1.81967
4.94614,-12.0768,-1.58816,2.40653,4.81467,-12.1072,4.85,-12.1,-1.81844,2.72766
4.83422,-11.9491,-1.50257,2.48937,4.75144,-11.9561,4.75,-11.95,-1.81844,2.72767
4.78172,-11.8394,-1.25572,2.37761,4.6829,-11.7433,4.7,-11.85,-0.909557,1.8191
4.70477,-11.7163,-1.14571,2.4331,4.67603,-11.7496,4.65,-11.75,-0.909553,1.81911
4.64275,-11.5829,-1.01976,2.49484,4.61619,-11.6508,4.6,-11.6,-0.907782,2.72335
4.57897,-11.4458,-0.901196,2.54813,4.5432,-11.4431,4.55,-11.45,-0.907778,2.72334
4.49167,-11.2545,-0.889633,2.88492,4.48104,-11.1618,4.5,-11.25,-0.910253,3.64099
4.44721,-11.0906,-0.73297,2.93491,4.44374,-11.0696,4.45,-11.05,-0.910253,3.64099
4.46635,-10.9869,-0.433786,2.59296,4.46178,-10.9843,4.45,-10.95,0,1.81804
4.4456,-10.848,-0.295035,2.60686,4.4464,-10.8663,4.45,-10.85,0,1.81805
4.4673,-10.7535,-0.0999148,2.38603,4.60972,-11.1274,4.45,-10.75,0,1.81614
4.45887,-10.6255,0.0221254,2.38505,4.43858,-10.6346,4.45,-10.65,0,1.81614
4.42308,-10.4432,0.0905269,2.70251,4.43099,-10.4242,4.45,-10.45,0,3.6396
4.43719,-10.2854,0.247444,2.70769,4.44616,-10.2449,4.45,-10.25,0,3.6396
4.46335,-10.1411,0.405489,2.65733,4.52156,-10.1192,4.5,-10.1,0.910021,2.73005
4.50596,-9.98372,0.58018,2.64675,4.55225,-9.94382,4.55,-9.95,0.910013,2.73003
4.52707,-9.83254,0.700631,2.71589,4.5897,-9.73456,4.6,-9.8,0.999085,2.99725
4.5853,-9.68615,0.871509,2.69224,4.64586,-9.65356,4.65,-9.65,0.99908,2.99724
4.66351,-9.55175,1.05123,2.51844,4.61159,-9.38621,4.7,-9.55,0.910095,1.82021
4.72751,-9.42225,1.18903,2.44501,4.7442,-9.45683,4.75,-9.45,0.910091,1.82018
4.779,-9.29016,1.30239,2.44276,4.80746,-9.23434,4.85,-9.3,1.99828,2.99743
4.86879,-9.16325,1.46354,2.38092,4.94202,-9.15915,4.95,-9.15,1.99826,2.99739
4.92012,-9.01487,1.54943,2.4307,5.03379,-9.03255,5,-9,0.908384,2.72514
5.0227,-8.87315,1.70728,2.35954,5.06039,-8.84271,5.05,-8.85,0.908384,2.72514
5.13648,-8.75512,1.85438,2.22103,5.21058,-8.83852,5.15,-8.75,1.81679,1.8168
5.24628,-8.63845,1.9785,2.11239,5.26598,-8.6555,5.25,-8.65,1.81679,1.8168
5.3181,-8.51203,2.01852,2.09052,5.33786,-8.49992,5.35,-8.5,1.82017,2.73024
5.43471,-8.3928,2.13423,1.99448,5.43516,-8.36367,5.45,-8.35,1.82015,2.73022
5.53549,-8.27948,2.19666,1.92177,5.58025,-8.28767,5.55,-8.25,1.81852,1.81852
5.65783,-8.17572,2.29041,1.80996,5.65225,-8.1686,5.65,-8.15,1.8185,1.8185
5.76336,-8.0761,2.32527,1.72354,5.83663,-8.14888,5.75,-8.05,1.81752,1.81753
5.87683,-7.98251,2.37906,1.61024,5.81186,-7.95139,5.85,-7.95,1.81752,1.81752
5.96819,-7.89051,2.35173,1.53244,5.99151,-7.92468,5.95,-7.85,1.8194,1.8194
6.09084,-7.79998,2.41181,1.43449,6.04627,-7.74932,6.05,-7.75,1.81941,1.8194
6.13109,-7.69579,2.22978,1.40176,6.05883,-7.47931,6.15,-7.6,1.81742,2.72613
6.26775,-7.58217,2.32917,1.36781,6.26179,-7.43797,6.25,-7.45,1.8174,2.72611
6.38871,-7.49567,2.364,1.2947,6.3458,-7.29797,6.4,-7.35,2.7248,1.81653
6.53842,-7.38624,2.46768,1.26142,6.55234,-7.24441,6.55,-7.25,2.72477,1.81651
6.65242,-7.30787,2.44834,1.18494,6.61964,-7.17343,6.65,-7.2,1.81957,0.909789
6.78418,-7.22813,2.49422,1.11416,6.74556,-7.15305,6.75,-7.15,1.81957,0.909785
6.89702,-7.15827,2.44909,1.03796,6.91901,-7.04822,6.9,-7.05,2.72946,1.81964
7.05006,-7.06642,2.53376,1.00344,7.06886,-6.94012,7.05,-6.95,2.72946,1.81964
7.11432,-6.99274,2.29888,0.939837,7.12574,-6.81829,7.15,-6.85,1.81554,1.81554
7.25582,-6.89846,2.37161,0.92898,7.25262,-6.73852,7.25,-6.75,1.81554,1.81554
7.32245,-6.82857,2.16464,0.868495,7.30586,-6.61905,7.35,-6.65,1.82007,1.82007
7.45923,-6.72946,2.2385,0.881774,7.45762,-6.53827,7.45,-6.55,1.82005,1.82005
7.59998,-6.67248,2.32529,0.834974,7.59546,-6.48319,7.6,-6.5,2.72628,0.908764
7.74158,-6.58918,2.38445,0.826732,7.74315,-6.44913,7.75,-6.45,2.72628,0.908764
7.83776,-6.5331,2.2638,0.770276,7.8486,-6.40709,7.85,-6.4,1.81656,0.908285
7.97014,-6.46014,2.30644,0.756963,7.9584,-6.34152,7.95,-6.35,1.81656,0.908281
8.0721,-6.40707,2.22323,0.709089,8.05398,-6.23227,8.1,-6.25,2.73006,1.82003
8.2175,-6.31916,2.29344,0.730297,8.24773,-6.1485,8.25,-6.15,2.73005,1.82003
8.33694,-6.26255,2.27721,0.699411,8.32369,-5.98136,8.4,-6.05,2.72692,1.81795
8.49583,-6.15894,2.36483,0.752113,8.55156,-5.93992,8.55,-5.95,2.7269,1.81794
8.57791,-6.09508,2.16408,0.718887,8.63806,-5.84559,8.65,-5.85,1.81844,1.81844
8.72461,-5.98715,2.2372,0.785018,8.7543,-5.75242,8.75,-5.75,1.81843,1.81843
8.85284,-5.92935,2.24408,0.768399,9.00947,-5.71389,8.9,-5.65,2.72464,1.81643
9.01151,-5.80687,2.32753,0.863164,9.06113,-5.54128,9.05,-5.55,2.72465,1.81643
9.10116,-5.7343,2.16198,0.845593,9.13937,-5.44533,9.15,-5.45,1.81916,1.81918
9.24322,-5.60766,2.22054,0.947328,9.24452,-5.3352,9.25,-5.35,1.81916,1.81916
9.34701,-5.53679,2.15666,0.9397,9.26221,-5.25032,9.35,-5.3,1.81895,0.909466
9.47163,-5.43497,2.18164,0.997553,9.43645,-5.25801,9.45,-5.25,1.81894,0.90947
9.54131,-5.35817,1.94563,0.963888,9.71784,-5.19928,9.55,-5.1,1.81986,2.72981
9.66664,-5.22383,1.98904,1.08021,9.64908,-4.9531,9.65,-4.95,1.81987,2.72981
9.75065,-5.14231,1.88896,1.07783,9.67182,-4.82288,9.75,-4.85,1.81736,1.81735
9.87432,-5.00386,1.92834,1.20135,9.86682,-4.74721,9.85,-4.75,1.81736,1.81735
9.95961,-4.91752,1.838,1.20432,9.94653,-4.64316,9.95,-4.65,1.81806,1.81805
10.0785,-4.77748,1.86823,1.32831,10.0706,-4.54316,10.05,-4.55,1.81805,1.81805
10.2278,-4.69983,2.03398,1.38221,10.4074,-4.52899,10.2,-4.45,2.72609,1.8174
10.3541,-4.557,2.05726,1.50171,10.3431,-4.35107,10.35,-4.35,2.72606,1.81737
10.3828,-4.44057,1.70747,1.45779,10.3837,-4.17982,10.4,-4.2,0.908945,2.72688
10.4875,-4.28862,1.71365,1.59057,10.4578,-4.07071,10.45,-4.05,0.908953,2.72687
10.5932,-4.18972,1.74821,1.63761,10.5531,-3.94939,10.55,-3.95,1.81903,1.81904
10.693,-4.03567,1.73981,1.76128,10.6424,-3.84126,10.65,-3.85,1.81902,1.81903
10.7766,-3.92124,1.69236,1.79552,10.6157,-3.63689,10.75,-3.7,1.81931,2.72896
10.8802,-3.74866,1.68633,1.94594,10.8572,-3.53957,10.85,-3.55,1.81931,2.72896
10.9257,-3.62634,1.53036,1.9588,10.8149,-3.35552,10.9,-3.4,0.999745,2.99928
11.0025,-3.45763,1.49882,2.10262,10.9372,-3.24816,10.95,-3.25,0.999754,2.99928
11.1072,-3.33866,1.56843,2.16088,10.9078,-3.10703,11.05,-3.15,1.81764,1.81765
11.1893,-3.17789,1.53068,2.25546,11.135,-3.05697,11.15,-3.05,1.81763,1.81764
11.2362,-3.03707,1.37777,2.26448,11.1507,-2.87978,11.2,-2.9,0.909657,2.72896
11.308,-2.86743,1.33114,2.3668,11.2571,-2.74346,11.25,-2.75,0.909648,2.72893
11.2535,-2.71105,0.905908,2.29011,11.2614,-2.58697,11.2,-2.6,-0.998725,2.99617
11.2765,-2.56201,0.819532,2.35827,11.1393,-2.45312,11.15,-2.45,-0.998725,2.99616
11.3264,-2.42864,0.784854,2.39134,11.2346,-2.28949,11.2,-2.3,0.908813,2.72643
11.3511,-2.26371,0.696045,2.46187,11.239,-2.16508,11.25,-2.15,0.908805,2.7264
11.3918,-2.12541,0.661084,2.49016,11.1623,-1.9797,11.3,-2,0.909855,2.72956
11.4167,-1.95137,0.578298,2.57067,11.3424,-1.85113,11.35,-1.85,0.909847,2.72953
